course_code,course_title,credits_count,description,requisites,time_and_place_list,location,honors,core
PHY-2211,General Physics I Lab,1,"Laboratory studies and activities focused on motion, forces, rotations, energy, and momentum. Primarily for biochemistry, chemistry, mathematics, and engineering majors. Meets one hour of the Natural Science with lab requirement of the Core Curriculum. One two-hour lab per week. This lab must be taken with PHY 2213. An additional fee may be associated with this course.","MTH 1134 or MTH 1163 - Must be completed prior to taking this course., PHY 2213 - Must be taken at the same time as this course.","Main Campus, Fall Semester, Each Year",Main Campus,0,1
PHY-2213,General Physics I,3,"This course is a study of the principles of Newtonian Dynamics and Conservation Laws. Primarily for biochemistry, chemistry, mathematics, and engineering majors. Three hours lecture-discussion per week. Meets three hours of the Natural Science with lab requirement of the Core Curriculum. This lecture must be taken with PHY 2211.","MTH 1134 or MTH 1163 - Must be completed prior to taking this course., PHY 2211 - Must be taken at the same time as this course.","Main Campus, Fall Semester, Each Year",Main Campus,0,1
PHY-2311,General Physics II Lab,1,"Laboratory studies and activities focus on vibrations, waves, electricity, and magnetism. Primarily for biochemistry, chemistry, and engineering majors. Meets one hour of the Natural Science with lab requirement of the Core Curriculum. One two-hour lab per week. This lab must be taken with PHY 2313. An additional fee may be associated with this course.","PHY 2211 and PHY 2213 - Must be completed prior to taking this course., PHY 2313 - Must be taken at the same time as this course.","Main Campus, Spring Semester, Each Year",Main Campus,0,1
PHY-2313,General Physics II,3,"This course is a study of the principles of vibrations, waves, and electromagnetism. Primarily for biochemistry, chemistry, and engineering majors. Three hours lecture-discussion per week. Meets three hours of the Natural Science with lab requirement of the Core Curriculum. This lecture must be taken with PHY 2311.","PHY 2211 and PHY 2213 - Must be completed prior to taking this course., PHY 2311 - Must be taken at the same time as this course.","Main Campus, Spring Semester, Each Year",Main Campus,0,1
POL-3003,Political Philosophy,3,"A study of ancient and modern political philosophies, utilizing primary texts. The course addresses the place of political philosophy in the broader field of philosophy, emphasizing a worldview approach as a means of understanding human existence. Topics include nature, reason, freedom, justice, political rights, property, law, religion, will, passions, power, customs, and community. Meets the Arts and Humanities requirement of the Core Curriculum. Same as PHL 3013.",EGL 1023 - Must be completed prior to taking this course.,"Main Campus, Spring Semester, Even Year, Online, Spring B, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Off-Campus, Lakeside Manor",0,1
POL-3213,Religion and Politics,3,"An exploration of the intersection of religion and politics in the United States. Topics include distinctions between religious traditions as they pertain to political behavior, the role of religious interest groups in American politics, church-state disputes and controversies, and increasing secularization in the United States. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",None,"Main Campus, Spring Semester, Odd Year, Online, Fall A, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Off-Campus",0,1
PPE-2113,"Philosophy, Politics, Econ I",3,"Philosophy, Politics and Economics (PPE) I examines central questions in the human experience at the intersection of these three important fields of study. The course promotes cross-disciplinary discussions about key texts and historical figures from the earliest civilizations to the early modern era. Far from being an arbitrary amalgamation of disparate fields, PPE recognizes the rich tradition of major thinkers who were philosophers, political theorists and economists all at once. Meets the Arts and Humanities requirement or the Social and Behavioral Sciences requirement of the Core Curriculum (cannot meet both core requirements).",None,"Fall Semester, Even Year",Main Campus,0,1
PPE-2133,"Philosophy, Politics, Econ II",3,"Philosophy, Politics and Economics (PPE) II examines central questions in the human experience at the intersection of these three important fields of study. The course promotes cross-disciplinary discussions about key texts and historical figures from the early modern era to the present. Far from being an arbitrary amalgamation of disparate fields, PPE recognizes the rich tradition of major thinkers who were philosophers, political theorists and economists all at once. Meets the Arts and Humanities requirement or the Social and Behavioral Sciences requirement of the Core Curriculum (cannot meet both core requirements).",None,"Spring Semester, Odd Year",Main Campus,0,1
PSY-2383,Stats for Behavioral Sciences,3,"A study of the essential statistical techniques needed to analyze experimental data and understand current research publications with applications in the social and behavioral sciences. Topics include graphing, descriptive statistics, inferential statistics and hypothesis testing (using correlation, regression, t-tests, ANOVA, and chi square). Extensive use of statistical software for both calculation and enhancing conceptual understanding and critical thinking. Meets the Mathematics requirement or the Social and Behavioral Sciences requirement of the Core Curriculum (cannot meet both core requirements).","PSY 1013, or POL 1013/2013 allowed for Political Science majors only - Must be completed prior to taking this course., Minimum ACT math score of 19, or minimum SAT math score of 510, or CLT math score of at least 18, or MTH 0153 - Must be taken either prior to or at the same time as this course.","Fall and Spring, Each Year","Main Campus, Online, Lakeside Manor, Off-Campus",0,1
REL-3533,Introduction to Islam,3,"An examination of the religion, history, and culture of Islam. The study traces the growth and development of Islamic traditions across time and place, looking in particular at how Muslims understand their own faith tradition in relation to broader human experience expressed in literature and the arts. Focus is on primary sources. Meets the Intercultural Engagement requirement or the Arts and Humanities requirement of the Core Curriculum (cannot meet both core requirements).",None,"Main Campus, Fall Semester, Each Year",Main Campus,0,1
REL-3543,Intro to Hinduism and Buddhism,3,"An examination of the ""Eastern"" religious traditions of Hinduism and Buddhism. The survey includes historical aspects - following the growth and development of these religious traditions across time and place, as well as theological aspects - considering how each tradition approaches issues such as divinity, nature, humanity, salvation, sin, community, and ritual. Focus is on primary sources. Meets the Intercultural Engagement requirement or the Arts and Humanities requirement of the Core Curriculum (cannot meet both core requirements).",None,"Main Campus, Spring Semester, Each Year",Main Campus,0,1
ARO-3013,Ldg People/Eff Comm I,3,"This course teaches cadets advanced skills and knowledge in management and leadership. Special emphasis is placed on enhancing leadership skills and communication. Cadets have an opportunity to try out these leadership and management techniques in a supervised environment as juniors and seniors. Accompanying the classroom instruction, leadership labs ARO 3013L and ARO 3023L offer concrete leadership practice, including the planning and controlling of military activities of the cadet corps, and preparing various communications. Standard fitness regimen and testing are also required. Three hours of classroom and three hours of lab per week. The Whole Person Wellness requirement of the Core Curriculum will be waived upon completion of both ARO 3013 and ARO 3023.","ARO 2021 - Must be completed prior to taking this course., ARO 3013L - Must be taken at the same time as this course.","Fall Semester, Each Year",University of Arkansas,0,1
ARO-3023,Ldg People/Eff Comm II,3,"This course teaches cadets advanced skills and knowledge in management and leadership. Special emphasis is placed on enhancing leadership skills and communication. Cadets have an opportunity to try out these leadership and management techniques in a supervised environment as juniors and seniors. Accompanying the classroom instruction, leadership labs ARO 3013L and ARO 3023L offer concrete leadership practice, including the planning and controlling of military activities of the cadet corps, and preparing various communications. Standard fitness regimen and testing are also required. Three hours of classroom and three hours of lab per week. The Whole Person Wellness requirement of the Core Curriculum will be waived upon completion of both ARO 3013 and ARO 3023.","ARO 3013 - Must be completed prior to taking this course., ARO 3023L - Must be taken at the same time as this course.","Spring Semester, Each Year",University of Arkansas,0,1
ART-2163,Irish Art and Culture,3,"A study of Irish art forms such as painting, sculpture, architecture, and film. Special attention is given to the connection between art forms and Irish history and culture. As part of the Irish Studies Program, the course combines academic course work with visits to important cultural sites in Ireland and lectures given by contemporary Irish artists. Meets the Intercultural Engagement requirement or the Arts and Humanities requirement of the Core Curriculum (cannot meet both core requirements).",None,"Lakeside Manor, Fall, Spring, and Summer, Each Year",Lakeside Manor,0,1
ART-2233,Survey of Art History,3,"An introduction to the major people and works responsible for our visual heritage. Students will work toward the goal of developing visual literacy in the areas of fine art, design, and architecture. For the on-campus offerings, Visual Arts majors or minors receive priority enrollment; and all others require instructor consent. Meets the Arts and Humanities requirement of the Core Curriculum.",Visual Art majors or minors receive priority enrollment; all others require instructor consent - Must be completed prior to taking this course.,"Main Campus, Fall and Spring, Each Year, Online, Fall B, Spring B, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Off-Campus",0,1
ART-2333,"Art, Design & Creativity",3,"A study of the theory and practice of the creative process by focusing on key historical influences and modern trends, while incorporating an introduction to the practice of formal art and design principles through hands-on experimentation. This course is designed for students who are not majoring in the visual arts. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Spring Semester, Each Year",Main Campus,0,1
ART-2473,Illustration I,3,"An introduction to illustration, with the focus on the work process from ideation to final art work. Composition, use of color, style, concept and illustration techniques and mediums are explored. Meets the Arts and Humanities requirement of the Core Curriculum.",ART 1243 - Must be completed prior to taking this course.,"Fall Semester, Each Year",Main Campus,0,1
ART-3203,Design History,3,"A survey of key movements, trends, people, and innovations throughout the history of design. The course work emphasizes graphic design while advertising, applied arts, industrial design, and architecture are also explored. Students participate in a series of graphic design projects that emulate historic concepts and styles. The assignments also incorporate a unique weekly challenge selected to prepare students for an array of professional experiences. Studying and practicing foundational design will solidify students' own creative foundations for success in numerous creative fields. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Fall Semester, Each Year","Main Campus, Off-Campus",0,1
ART-3233,Topics in Art History,3,"This class continues the visual literacy begun in Survey of Art History with topics that are beyond the scope of the general survey. Instruction will focus on a variety of specific areas such as modern art, aesthetics and mental health, women in art, etc. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Spring Semester, Odd Year","Main Campus, Off-Campus",0,1
ART-3293,Sketchbook Journaling,3,"In the context of a study abroad program students are introduced to a foreign cultural environment. Through the practice of careful cultural observations, students create a daily record in their sketchbooks using designs, drawings, photographs, written responses to prompts and observations, and other forms of printed materials. During the study abroad time, students will have opportunities to engage with people who live in the country visited. In preparation for the study abroad program, students will prepare essays and presentations based on cultural research. Meets the Intercultural Engagement requirement of the Core Curriculum.",ART 1243 - Must be completed prior to taking this course.,Upon Sufficient Request,"Main Campus, Off-Campus",0,1
ART-3483,History of Printmaking,3,"This course examines the history of printmaking and its role as a communication tool in reflecting and shaping the social, political, and economic context of world cultures throughout history. Techniques, innovations, movements, and specific artists/printmakers will be explored. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Main Campus, Fall Semester, Odd Year",Main Campus,0,1
ART-3543,Photography Abroad,3,"In the context of a study abroad program, an introduction to the commercial photography and the society of a host country. Students make careful observation of the use and effectiveness of commercial photography and participate in hands-on assignments that attempt to use photography as a commercial influence. Participants often have opportunity to apply the knowledge as they work for a local publication, gaining both quality experience and portfolio enhancement. May substitute for ART 4353 in Visual Arts curricula. Meets the Intercultural Engagement requirement of the Core Curriculum. An additional fee may be associated with this course.",ART 1413 - Must be completed prior to taking this course.,"Summer, Each Year","Main Campus, Off-Campus",0,1
ART-3563,Photo 6: History of Photo,3,"This course examines photographic history and the medium's role in both reflecting and shaping the cultural, social, political, economic, and scientific context of modernity from 1839-now. Emphasis will be placed on early photographic personalities, technologies, and the critical response to the medium. Meets the Arts and Humanities requirement of the Core Curriculum.",ART 1413 - Must be completed prior to taking this course.,"Fall Semester, Odd Year",Main Campus,0,1
BIO-1001,Biological Science Lab,1,An introductory survey of biology course designed for liberal arts students. The laboratory experiences emphasize scientific investigations and biological processes. This lab must be taken with BIO 1002. One two-hour laboratory per week. Meets one hour of the Natural Science with lab requirement of the Core Curriculum. An additional fee may be associated with this course.,BIO 1002 - Must be taken at the same time as this course.,"Main Campus, Fall and Spring, Each Year",Main Campus,0,1
BIO-1002,Biological Science,2,"An introductory survey of biology course designed for liberal arts students. Topics addressed include the nature of science, cellular processes, genetics, biotechnology, evolution, biodiversity, ecology, and the integration of science and Christianity. Two hours lecture-discussion per week. This course must be taken with BIO 1001. Meets two hours of the Natural Science with lab requirement of the Core Curriculum.",BIO 1001 - Must be taken at the same time as this course.,"Main Campus, Fall and Spring, Each Year",Main Campus,0,1
BIO-1003,Biological Science,3,"An introductory survey of biology course designed for liberal arts students. Topics addressed include the nature of science, cellular processes, genetics, biotechnology, evolution, biodiversity, ecology, and the integration of science and Christianity. This asynchronous, online course incorporates the lab activities into the weekly course schedule and does not have an additional lab fee. Meets three hours of the Natural Science with lab requirement of the Core Curriculum.",None,"Online, Fall A, Summer A, Each Year, All Other Locations, Fall A, Summer A, Each Year","Online, Off-Campus, Lakeside Manor",0,1
BIO-1011,Fundamentals Cell Bio Lab,1,Laboratory exercises reinforce concepts and biological processes discussed in the BIO 1013 lecture. This lab must be taken with BIO 1013. One two-hour laboratory per week. Meets one hour of the Natural Science with lab requirement of the Core Curriculum. An additional fee may be associated with this course.,BIO 1013 - Must be taken at the same time as this course.,"Main Campus, Fall Semester, Each Year",Main Campus,0,1
BIO-1013,Fundamentals Cell Bio,3,"This course is designed for students majoring in Nursing or Kinesiology, as well as students in other majors who intend to pursue a career in health professions other than medical school. The course focuses on cell processes relevant to health sciences including properties of water, biological molecules, cellular structure, membrane transport, energy processing, genetics, and basic molecular biology. Three hours lecture-discussion per week. This course meets prerequisite requirements for Kinesiology and/or Nursing majors. Meets the Natural Science with lab requirement of the Core Curriculum for non-science majors. This course does not meet prerequisite requirements for Biology or Biochemistry majors. This lecture must be taken with BIO 1011.",BIO 1011 - Must be taken at the same time as this course.,"Main Campus, Fall Semester, Each Year",Main Campus,0,1
BIO-1093,Hon: Biological Science,3,"An introductory survey of biology course designed for liberal arts students admitted to the Honors Program. Topics addressed include the nature of science, cellular processes, genetics, evolution, biodiversity, and ecology. Features that distinguish this course from the non-honors Biological Science courses (BIO 1001/BIO 1002) include a bioethics group project, a philosophically oriented treatment of science and Christianity using primary texts, and a creative final project. Lab and lecture are combined into three 75-minute class sessions per week. Meets three hours of the Natural Science with lab requirement of the Core Curriculum. An additional fee may be associated with this course.",Admission to Honors Program or Honors Committee approval - Must be completed prior to taking this course.,"Spring Semester, Each Year",Main Campus,1,1
BIO-1121,Cell Biology Lab,1,Laboratory exercises reinforce concepts and biological processes discussed in the BIO 1123 course. This lab must be taken with BIO 1123. One two-hour laboratory per week. Meets one hour of the Natural Science with lab requirement of the Core Curriculum. An additional fee may be associated with this course.,BIO 1123 - Must be taken at the same time as this course.,"Main Campus, Spring Semester, Each Year",Main Campus,0,1
BIO-1123,Cell Biology,3,"This course is designed for students majoring in Biology and Biochemistry, as well as students in other majors who intend to go to medical school. This course is an introduction to the study of living systems, beginning with the molecules of life, and progressing to the cellular level of organization. Students are exposed to topics including the nature of science, experimental design and inquiry, cell structure, energy processing, biochemistry, genetics, molecular biology, and the integration of the Christian faith and science. Three hours lecture-discussion per week. This course meets the requirements for both the Nursing and Kinesiology majors and three hours of the Natural Science with lab requirement of the Core Curriculum. This lecture must be taken with BIO 1121.",BIO 1121 - Must be taken at the same time as this course.,"Main Campus, Spring Semester, Each Year",Main Campus,0,1
BIO-1141,Plant and Animal Diversity Lab,1,Laboratory studies of the major taxa in both the plant and animal kingdoms. This lab must be taken with BIO 1143. One two-hour laboratory per week. Meets one hour of the Natural Science with lab requirement of the Core Curriculum. An additional fee may be associated with this course.,BIO 1143 - Must be taken at the same time as this course.,"Main Campus, Fall Semester, Each Year",Main Campus,0,1
BIO-1143,Plant and Animal Diversity,3,"This course is an introduction to the study of the plant and animal kingdoms, emphasizing adaptive aspects of anatomy, physiology, classification and relationships within plants and animals. Major taxa in each kingdom will be emphasized. Three hours lecture-discussion per week. This course meets three hours of the Natural Science with lab requirement of the Core Curriculum. This lecture must be taken with BIO 1141.",BIO 1141 - Must be taken at the same time as this course.,"Main Campus, Fall Semester, Each Year",Main Campus,0,1
BIO-2181,Ecology and Evolution Lab,1,"This course consists of laboratory and field experiences and experimental approaches that illustrate the principles of population, community, ecosystem ecology, natural selection, and the diversity of past and current biological species. This lab must be taken with BIO 2183. One two-hour laboratory per week. Meets one hour of the Natural Science with lab requirement of the Core Curriculum. An additional fee may be associated with this course.","BIO 1143 - Must be completed prior to taking this course., BIO 2183 - Must be taken at the same time as this course.","Main Campus, Fall Semester, Each Year",Main Campus,0,1
BIO-2183,Ecology and Evolution,3,"This course is a study of the principles of ecology and evolution with an emphasis on the interrelationships between organisms and their biotic and abiotic environments. The concepts and theoretical basis of evolution will be examined, including the processes that drive natural selection, population dynamics, and mechanisms of genetic variation. Three hours lecture-discussion per week. This course meets three hours of the Natural Science with lab requirement of the Core Curriculum. This lecture must be taken with BIO 2181.","BIO 1143 - Must be completed prior to taking this course., BIO 2181 - Must be taken at the same time as this course.","Main Campus, Fall Semester, Each Year",Main Campus,0,1
BIO-2511,Anatomy & Physiology I Lab,1,"Laboratory exercises include microscopic studies, dissection, the use of models, and the study of physiological processes via experimentation. This course will not fulfill requirements for the Biology major or minor. Meets one hour of the Natural Science with lab requirement of the Core Curriculum. This lab must be taken with BIO 2513. One two-hour laboratory per week. An additional fee may be associated with this course.","BIO 1013 or BIO 1123 - Must be completed prior to taking this course., BIO 2513 - Must be taken at the same time as this course.","Main Campus, Fall Semester, Each Year",Main Campus,0,1
BIO-2513,Anatomy & Physiology I,3,"This course is the first of a two-semester sequence studying the anatomy and physiology of human systems. Topics of study include the structure and function of tissues, the integumentary, skeletal, muscular, nervous, and endocrine systems. Three hours lecture-discussion per week. This course will not fulfill requirements for the Biology major or minor. This course meets three hours of the Natural Science with lab requirement of the Core Curriculum. This lecture must be taken with BIO 2511.","BIO-2511 - Must be taken at the same time as this course., BIO 1013 or BIO 1123 - Must be completed prior to taking this course.","Main Campus, Fall Semester, Each Year",Main Campus,0,1
BIO-2521,Anatomy & Physiology II Lab,1,"Laboratory exercises include microscopic studies, dissection, the use of models, and the study of physiological processes via experimentation. This course will not fulfill requirements for the Biology major or minor. Meets one hour of the Natural Science with lab requirement of the Core Curriculum. This lab must be taken with BIO 2523. One two-hour laboratory per week. An additional fee may be associated with this course.","BIO 2511 and BIO 2513 - Must be completed prior to taking this course., BIO 2523 - Must be taken at the same time as this course.","Main Campus, Spring Semester, Each Year",Main Campus,0,1
BIO-2523,Anatomy & Physiology II,3,"This course is the second of a two-semester sequence studying the anatomy and physiology of human systems. Topics of study include the structure and function of the cardiovascular, lymphatic, respiratory, urinary, digestive, and reproductive systems. Three hours lecture-discussion per week. This course will not fulfill requirements for the Biology major or minor. This course meets three hours of the Natural Science with lab requirement of the Core Curriculum. This lecture must be taken with BIO 2521.","BIO 2511 and BIO 2513 - Must be completed prior to taking this course., BIO 2521 - Must be taken at the same time as this course.","Main Campus, Spring Semester, Each Year",Main Campus,0,1
BIO-3511,Human Anatomy Lab,1,"This laboratory is a concentrated study of histology and gross human anatomic structure. Analysis of prepared slides, skeletal structures, and cadaver dissection are included. One three-hour laboratory per week. Meets one hour of the Natural Science with lab requirement of the Core Curriculum. This course must be taken with BIO 3513. An additional fee may be associated with this course.","BIO 1123 - Must be completed prior to taking this course., BIO 3513 - Must be taken at the same time as this course.","Main Campus, Fall Semester, Each Year",Main Campus,0,1
BIO-3513,Human Anatomy,3,"This course is a description and discussion of basic tissues, organs, and organ systems of the human body. Three hours lecture-discussion per week. This course meets three hours of the Natural Science with lab requirement of the Core Curriculum. This lecture must be taken with BIO 3511.","BIO 1123 - Must be completed prior to taking this course., BIO 3511 - Must be taken at the same time as this course.","Main Campus, Fall Semester, Each Year",Main Campus,0,1
BIO-3523,Human Physiology,3,"This course is a detailed study of the basic human physiology, including muscle, neural, cardiovascular, respiratory, urinary, digestive, endocrine, and reproductive systems. Three hours lecture-discussion per week. This course meets three hours of the Natural Science with lab requirement of the Core Curriculum. This lecture must be taken with BIO 3521.","BIO 1121 and BIO 1123; and either CHM 1011 and CHM 1013 or CHM 1121 and CHM 1123 - Must be completed prior to taking this course., BIO 3511 and BIO 3513 - Recommended to be taken either prior to or at the same time as this course, but is not required., BIO 3521 - Must be taken at the same time as this course.","Main Campus, Spring Semester, Each Year",Main Campus,0,1
GSC-1023,Physical Science,3,"Selected and coherent topics in the sciences of physics, chemistry, and earth science. An evaluation of the scientific method and the contributions of the theories and facts of science to society are emphasized so that students have sufficient information to evaluate arguments using scientific justification. Three hours lecture-discussion-demonstration per week. Meets the non-lab Natural Science requirement of the Core Curriculum.","Minimum ACT math score of 19, or minimum SAT math score of 510, or CLT math score of at least 18, or MTH 0153 (or higher), or BUS 2193 - Must be taken either prior to or at the same time as this course.","Main Campus, Fall and Spring, Each Year, Online, Spring A, Summer A, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Atlantic Shores Christian Scho, Off-Campus",0,1
GSC-1033,Astronomy,3,"A general education course consisting of the study of the basic concepts in astronomy and space science including a study of Newtonian mechanics, Kepler's laws, solar phenomenon, the near-earth space environment, stellar evolution, classification and spectra, types of galaxies, and cosmology. Meets the non-lab Natural Science requirement of the Core Curriculum.","Minimum ACT math Score of 19, or minimum SAT math score of 510, or CLT math score of at least 18, or MTH 0153 (or higher) - Must be taken either prior to or at the same time as this course.",Upon Sufficient Request,Main Campus,0,1
GSC-1043,Elem Sci Content I,3,"Introduction to the nature of science and technology with an emphasis on concepts in biology and engineering. Designed to meet the competency requirements for teacher licensure in elementary education. Topics include the structure and organization of life (from molecules to organisms), ecosystems, heredity, evolution, engineering design, and links among engineering, technology, science, and society. Integration of the Christian faith and the life sciences and technology will also be emphasized. Lab and lecture are combined into two 2-hour class sessions per week. Elementary Education majors only. Meets the Natural Science with lab requirement of the Core Curriculum. An additional fee may be associated with this course.",None,"Fall Semester, Each Year",Main Campus,0,1
GSC-1053,Elem Sci Content II,3,"Introduction to physical, earth, and space sciences to meet the competency requirements for teacher licensure in elementary education. Topics include matter and its interactions, motion and stability, energy, waves and their technological applications, the Earth's place in the universe, Earth's systems, and the Earth and human activity. Integration of the Christian faith and the physical sciences will also be emphasized. Three hours lecture-discussion-demonstration per week. Elementary Education majors only. Meets the non-lab Natural Science requirement of the Core Curriculum.",None,"Spring Semester, Each Year",Main Campus,0,1
GSC-1143,Earth Science,3,"Introductory survey of topics in geology, astronomy, oceanology, and meteorology. Earth materials and processes of geology are emphasized. Three hours lecture-discussion-demonstration per week. Meets the non-lab Natural Science requirement of the Core Curriculum.",None,"Fall B, Summer B, Each Year",Online,0,1
GSC-2003,Environmental Science,3,"This course focuses on the physical aspects of the environment in which living organisms must reside and, hopefully, thrive. Meets the non-lab Natural Science requirement of the Core Curriculum.",None,"Spring Semester, Odd Year",Main Campus,0,1
KIN-1002,Wellness for Life,2,"A practical study of health and wellness principles based upon the wellness model. Personal applications to the lifestyle of the individual that address Christian stewardship of their physical, emotional and relational health are emphasized. Students engage in personal assessment and prescription/practice of physical activities, spiritual formation and vocational development. Meets the Whole Person Wellness requirement of the Core Curriculum.",None,"Main Campus, Fall and Spring, Each Year, Online, Spring B, Summer B, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Kanakuk, Off-Campus, Lakeside Manor",0,1
MSC-3114,Applied Leadership I-MS III,4,"Development of managerial and leadership abilities, maximizing performance-oriented ""hands-on"" training. Student-led drill, physical training, and methods of instruction. Training intended to orient the students toward the ROTC Advanced Camp experienced normally in the summer prior to the senior year or fourth year of ROTC. Three hours lecture-discussion and three hours leadership laboratory (drill) per week. The Whole Person Wellness requirement of the Core Curriculum will be waived upon completion of both MSC 3114 and MSC 3124.","MS I & II, Veteran status, Simultaneous Membership Program (SMP) participant or equivalent, as determined by the Professor of Military Science - Must be completed prior to taking this course., MSC 3114L - Must be taken at the same time as this course.","Fall Semester, Each Year",University of Arkansas,0,1
MSC-3124,Appl Leadership II-MS III,4,"Development of managerial and leadership abilities, maximizing performance-oriented ""hands-on"" training. Student-led drill, physical training, and methods of instruction. Training intended to orient the students toward the ROTC Advanced Camp experienced normally in the summer prior to the senior year or fourth year of ROTC. Three hours lecture-discussion and three hours leadership laboratory (drill) per week. The Whole Person Wellness requirement of the Core Curriculum will be waived upon completion of both MSC 3114 and MSC 3124.","MSC 3114, Veteran status, Simultaneous Membership Program (SMP) participant or equivalent, as determined by the Professor of Military Science - Must be completed prior to taking this course., MSC 3124L - Must be taken at the same time as this course.","Spring Semester, Each Year",University of Arkansas,0,1
MUS-1202,Music/Theatre Vocation,2,"An introduction to the music curriculum and life as a vocational musician and artist. Consideration of philosophical, theological, and artistic issues fundamental to the arts. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Fall Semester, Each Year",Main Campus,0,1
MUS-2083,Masterpieces of Music,3,"An introduction to music, through the study of selected masterworks of concert and stage genres representative of a variety of historical periods. Emphases on style and form, understanding and appreciation, and application to other examples of the perception skills developed through the study of the selected works. Meets the Arts and Humanities requirement of the Core Curriculum.",None,Upon Sufficient Request,"Online, Off-Campus",0,1
MUS-2133,Intermediate Music Theory,3,"A study of diatonic harmony of the common practice period with emphasis on descriptive and interpretive analytical methodologies, species counterpoint, and part writing. Meets the Arts and Humanities requirement of the Core Curriculum.",MUS-1103 or waiver - Must be completed prior to taking this course.,"Main Campus, Fall Semester, Each Year",Main Campus,0,1
MUS-3213,Music Hsty/Culture,3,"A survey of music history and culture from ancient times to the early 21sts century, with an emphasis on a holistic contextualizing of musical practices through the analyses of major musical works. This course includes a major research project. Meets the Arts and Humanities requirement of the Core Curriculum.",MUS 2113 or MUS 3433 - Must be completed prior to taking this course.,"Spring Semester, Odd Year",Main Campus,0,1
MUS-3343,American Popular Music,3,"A survey of the history and development of popular music in North America, with an emphasis on a holistic contextualizing of musical practices through the analyses of major musical works. This course includes a major research project. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Main Campus, Spring Semester, Odd Year",Main Campus,0,1
MUS-3433,Advanced Music Theory,3,"A study of chromatic harmony of the common practice period, with emphases on interpretive analytical methodologies. Meets the Arts and Humanities requirement of the Core Curriculum.",MUS 2133 - Must be completed prior to taking this course.,"Main Campus, Spring Semester, Each Year",Main Campus,0,1
NUR-1022,Cncpts Comm Hlth & Wellness,2,"Explores the personal application of individual lifestyle choices and examines the protective and predictive factors that affect physical, psychosocial, and spiritual health. Christian beliefs are used to frame, enhance, and promote the benefits of healthy choices for a lifetime of optimal functional health, wellness, and disease prevention. Introduces concepts of community/public health, including epidemiology and biostatistics. Includes a teaching/learning service project. Meets the Whole Person Wellness requirement of the Core Curriculum.",None,"Fall and Spring, Each Year","Main Campus, Online",0,1
PHL-3343,Ancient & Medieval Philosophy,3,"A survey of the development of the Western philosophical tradition, based on a close reading of primary texts, from the Presocratics to Ockham. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Main Campus, Spring Semester, Odd Year",Main Campus,0,1
PHL-3353,Modern Philosophy,3,"A survey of the development of the Western philosophical tradition, based on a close reading of primary texts, from Descartes to Nietzsche. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Main Campus, Spring Semester, Even Year",Main Campus,0,1
RPH-2423,Ethics,3,"A comprehensive and critical study of morality. Topics can include metaethics, normative ethics or applied ethics. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Main Campus, Fall Semester, Each Year, Online, Spring B, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Norfolk Christian School",0,1
SST-1113,Introduction to Sociology,3,"Understanding sociological research and how to apply it to aid in developing a global perspective of today's world. Topics of emphasis include the individual and society, structures of power, and social institutions common to all cultures and societies. The sociology of the body-health and illness, sexuality, and aging-is also discussed. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",None,"Main Campus, Fall and Spring, Upon Sufficient Request, Online, Fall B, Spring B, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Off-Campus, Legacy Christian Academy",0,1
THE-2213,Foundations of Theatre,3,"An introduction to the practical and theoretical foundations of theatre arts. Emphasis is placed on the cultural significance of narrative performance, and the foundational skills and processes of theatre practitioners. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Main Campus, Spring Semester, Each Year, All Other Locations, Spring Semester, Each Year","Main Campus, Off-Campus",0,1
THE-3102,History of Musical Theatre,2,"A survey of the works, authors, performers, and industry of American Musical Theatre, from early roots in Vaudeville through to the present day. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Spring Semester, Even Year",Main Campus,0,1
THE-3213,Theatre Hsty/Culture,3,"A survey of the literature, practices, and traditions of Western theatre from its classical Greek origins to the modern era with emphasis on the lives and works of prominent playwrights and theorists such as Aristotle and the Greek masters, Shakespeare, Moliere, Voltaire, Chekhov, Shaw, Ibsen, Beckett, Stanislavski, Brecht, and Meisner. Additionally, this course will examine cultural and political contexts and impact on the development and evolution of the art form throughout history. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Spring Semester, Odd Year",Main Campus,0,1
