course_code,course_title,credits_count,description,requisites,time_and_place_list,location,honors,core
ED-4352,Seminar: Elem Education YLRM,2,"Designed to bring professional theory and practice into a working perspective. Includes discussion of problems and concerns encountered during 1st internship placement including but not limited to: legal and ethical issues, current school issues, trauma-informed teaching, working with parents, pre/post assessment analysis, and classroom management. Professionalism in resumes and interviews is also discussed.",ED 4208 - Must be taken at the same time as this course.,"Main Campus, Fall and Spring, Each Year",Main Campus,0,0
ED-4353,Tch Elem Writing and Lit,3,"Elementary candidates will develop the knowledge, skills, and qualities of the writing processes, genres, and pedagogy. They will also examine the genres of children's literature while extending pedagogical understanding of K-6 students' comprehension development. Embedded field experience required.","ED 3333 - Must be completed prior to taking this course., ED 4272, ED 4363, and ED 4383 - Must be taken at the same time as this course., Register for Praxis II Elementary Content Knowledge - Must be taken at the same time as this course.","Main Campus, Upon Sufficient Request, Upon Sufficient Request",Main Campus,0,0
ED-4363,Tch Elementary Science,3,Methods and materials for teaching science to diverse K-6 students through inquiry-based lesson planning and Next Generation Science standards. Candidates will use science technology and tools in elementary classrooms through embedded field experiences.,"GSC 1043 and GSC 1053 - Must be completed prior to taking this course., ED 4272, ED 4353, and ED 4383 - Must be taken at the same time as this course.","Main Campus, Upon Sufficient Request, Upon Sufficient Request",Main Campus,0,0
ED-4383,Tch Elem Mathematics,3,"Elementary candidates will study methods and materials for teaching mathematics (based upon NCTM standards) to diverse students. Emphasis is placed on constructive principles and the use of mathematics manipulatives, as well as CGI methodology. Embedded field experience required.","ED 2143, MTH 2143, and MTH 2183 - Must be completed prior to taking this course., ED 4272, ED 4353, and ED 4363 - Must be taken at the same time as this course., Taking Praxis II ECE Content Knowledge - Must be taken either prior to or at the same time as this course.","Main Campus, Upon Sufficient Request, Upon Sufficient Request",Main Campus,0,0
ED-4428,Secondary Internship II YLRM,8,"Interns are assigned to a secondary school full-time, to work under the joint supervision of an experienced classroom teacher and a university faculty member. Approved formal admission to program required. An additional fee may be associated with this course.","ED 4326 - Must be completed prior to taking this course., Successful completion of Transiton 3 interview - Must be completed prior to taking this course., Passing score on the Praxis II Content exam - Must be completed prior to taking this course.","Main Campus, Fall and Spring, Each Year",Main Campus,0,0
ED-4542,Secondary Pedagogy YLRM,2,"General methods of teaching which build upon Danielson's Frameworks for Teaching including writing objectives and lesson plans, teaching techniques, models of teaching, learning theories, motivation, classroom management, and differentiated instruction as applied to secondary grades. A consideration of the secondary school curriculum for applicable content areas, teaching strategies, and utilization on instructional materials. Reviewing the content area curriculum as it relates to learning and development, differences in learning styles, critical thinking, problem solving and performance skills, active learning through motivation, inquiry collaboration, supportive classroom interaction, reflection, professional growth and professional leadership. Embedded field experience/field assignments with secondary content experts is required.",ED 2713 and ED 3252 - Must be completed prior to taking this course.,"Main Campus, Spring Semester, Odd Year",Main Campus,0,0
ED-4643,Secondary Pedagogy,3,"General methods of teaching which build upon Danielson's Frameworks for Teaching including writing objectives and lesson plans, teaching techniques, models of teaching, learning theories, motivation, classroom management, and differentiated instruction as applied to secondary grades. A consideration of the secondary school curriculum for applicable content areas, teaching strategies, and utilization of instructional materials. Reviewing the content area curriculum as it relates to learning and development, differences in learning styles, critical thinking, problem solving and performance skills, active learning and motivation, inquiry collaboration, supportive classroom interaction, reflection, professional growth and professional leadership. Embedded field experience/field assignments with secondary content experts is required.",ED 2713 and ED 3153 - Must be completed prior to taking this course.,"Main Campus, Upon Sufficient Request, Upon Sufficient Request",Main Campus,0,0
ED-4802,Teaching Elem Math Blk2 YLRM,2,"Elementary candidates will study methods and materials for teaching mathematics (based upon NCTM standards) to diverse students. Emphasis is placed on constructive principles and the use of mathematics manipulatives, as well as CGI methodology. Embedded field experience required.","ED 2143, MTH 2143, and MTH 2183 - Must be completed prior to taking this course., ED 4272, ED 4812, and ED 4822 - Must be taken at the same time as this course.","Main Campus, Spring Semester, Each Year",Main Campus,0,0
ED-4812,Tch El Writ and Lit Blk2 YLRM,2,"Elementary candidates will develop the knowledge, skills, and qualities of the writing processes, genres, and pedagogy. They will also examine the genres of children's literature while extending pedagogical understanding of K-6 students' comprehension development. Embedded field experience required.","ED 3323 and ED 3333 - Must be completed prior to taking this course., ED 4272, ED 4802, and ED 4822 - Must be taken at the same time as this course.","Main Campus, Spring Semester, Each Year",Main Campus,0,0
ED-4822,Tch Elem Science Blk 2 YLRM,2,Methods and materials for teaching science to diverse K-6 students through inquiry-based lesson planning and Next Generation Science standards. Candidates will use science technology and tools in elementary classrooms through embedded field experiences.,"GSC 1043 and GSC 1053 - Must be completed prior to taking this course., ED 4272, ED 4802, and ED 4812 - Must be taken at the same time as this course.","Main Campus, Spring Semester, Each Year",Main Campus,0,0
ED-4850,Intrnshp: Elem Ed,1,"Interns are assigned to primary school(s) full-time to work under the joint supervision of an experienced classroom teacher and a university faculty member. Approved formal admission to program required. 3rd Diversity Placement option is available and must be planned with PDS Director and Chair, Department of Teacher Education. An additional fee may be associated with this course.","ED 2713, ED 3323, ED 3333, and ED 4353 - Must be completed prior to taking this course., Senior standing and pass Praxis II Content Knowledge - Must be completed prior to taking this course., ED 4851 - Must be taken at the same time as this course.","Main Campus, Upon Sufficient Request, Upon Sufficient Request",Main Campus,0,0
ED-4851,Seminar: Elem Ed,1,"Designed to bring professional theory and practice into a working perspective. Includes discussion of problems and concerns encountered during 1st internship placement including but not limited to: legal and ethical issues, current school issues, trauma-informed teaching, working with parents, pre/post assessment analysis, and classroom management. Professionalism in resumes and interviews are also discussed.","Successful completion of Transition Points 1, 2 and 3 - Must be completed prior to taking this course., ED 4850 - Must be taken at the same time as this course.","Main Campus, Upon Sufficient Request, Upon Sufficient Request",Main Campus,0,0
ED-4880,Internship: Secondary,1,"Interns are assigned to a secondary school full-time, to work under the joint supervision of an experienced classroom teacher and a university faculty member. Approved formal admission to program required. An additional fee may be associated with this course.","ED 2713 and ED 3153 - Must be completed prior to taking this course., Senior standing; pass Praxis II Content Knowledge; Curriculum and Instruction course for teaching field; and any endorsement prerequisites - Must be completed prior to taking this course., ED 4881 - Must be taken at the same time as this course.","Main Campus, Upon Sufficient Request, Upon Sufficient Request",Main Campus,0,0
ED-4881,Seminar: Secondary,1,"Designed to bring professional theory and practice into a working perspective. Includes discussion of problems and concerns encountered during 1st internship placement including but not limited to: legal and ethical issues, current school issues, trauma-informed teaching, working with parents, pre/post assessment analysis, and classroom management. Professionalism in resumes and interviews are also discussed.",ED 4880 - Must be taken at the same time as this course.,"Main Campus, Upon Sufficient Request, Upon Sufficient Request",Main Campus,0,0
ED-4890,Internship: K-12,1,"Interns are assigned to elementary and secondary schools full-time, to work under the joint supervision of experienced classroom teachers and a university faculty member. Approved formal admission to program required. An additional fee may be associated with this course.","ED 2713, senior standing, verification of having passed Content Knowledge componant of Praxis II, and and Curriculum and Instruction course for teaching field - Must be completed prior to taking this course., Successful completion of Transition Points 1, 2, and 3; - Must be completed prior to taking this course., ED 4891 - Must be taken at the same time as this course.","Fall and Spring, Each Year",Main Campus,0,0
ED-4891,Seminar: K-12,1,"Designed to bring professional theory and practice into a working perspective. Includes discussion of problems and concerns encountered during 1st internship placement including but not limited to: legal and ethical issues, current school issues, trauma-informed teaching, working with parents, pre/post assessment analysis, and classroom management. Professionalism in resumes and interviews are also discussed.",ED 4890 - Must be taken at the same time as this course.,"Fall and Spring, Each Year",Main Campus,0,0
ED-4901,Selected Topics,1,An intensive study of a selected area of the school curriculum designed to meet the particular needs of pre-service and in-service teachers or administrators. Specific subtitles may be added.,None,"Fall and Spring, Each Year",Main Campus,0,0
ED-4902,Selected Topics,2,An intensive study of a selected area of the school curriculum designed to meet the particular needs of pre-service and in-service teachers or administrators. Specific subtitles may be added.,None,"Fall and Spring, Each Year",Main Campus,0,0
ED-4903,Selected Topics,3,An intensive study of a selected area of the school curriculum designed to meet the particular needs of pre-service and in-service teachers or administrators. Specific subtitles may be added.,None,"Fall and Spring, Each Year","Main Campus, Off-Campus",0,0
ED-4911,School Experience,1,Weekly field experience based on teaching needs determined during internship.,"Complete the appropriate Internship and Seminar for your major: Early Educ, Secondary Educ, or Music Educ - Must be completed prior to taking this course., ED 4912 - Must be taken at the same time as this course.","Main Campus, Upon Sufficient Request, Upon Sufficient Request",Main Campus,0,0
ED-4912,Education Capstone,2,"Based on internship experiences and understandings, an examination of factors affecting student learning and the culture of schools.","Complete the appropriate Internship and Seminar for your major: Early Educ, Secondary Educ, or Music Educ - Must be completed prior to taking this course., ED 4911 - Must be taken at the same time as this course.","Main Campus, Upon Sufficient Request, Upon Sufficient Request",Main Campus,0,0
ED-4942,School Experience YLRM,2,Weekly field experience based on teaching needs determined during internship.,"Complete the appropriate internship and seminar for your major: Secondary Education (ED 4326, ED 4342); Elementary Education (ED 4107, ED 4352); Music Education (ED 4890, ED 4891) - Must be completed prior to taking this course., ED 4943 - Must be taken at the same time as this course.","Main Campus, Fall Semester, Each Year",Main Campus,0,0
ED-4943,Education Capstone YLRM,3,"Based on internship experiences and understandings, an examination of factors affecting student learning and the culture of schools.","Complete the appropriate internship and seminar for your major: Secondary Education (ED 4326, ED 4881); Elementary Education (ED 4107, ED 4352); Music Education (ED 4890, ED 4891) - Must be completed prior to taking this course., ED 4942 - Must be taken at the same time as this course.","Main Campus, Fall Semester, Each Year",Main Campus,0,0
ED-7033,Christian Fdns in Educ,3,"This course challenges individuals to consider the strong connections between a Christian application of life and the field of education. While considering the historical and philosophical foundations of education and current education issues, connections between the role of a teacher/administrator and the role of biblical ""shepherding"" will be explored and discussed.",None,"Summer A, Each Year","Online, Rogers, Main Campus",0,0
ED-7233,Human Development,3,"The course will review the developmental characteristics of children from birth through adolescence in five domains: physical, cognitive, social, emotional, and moral. The developmental characteristics will be investigated in many contexts for infants/preschooler, elementary, middle school, and high school children. Both developmental characteristics and context will be used to understand individual children.",None,"Spring B, Each Year",Online,0,0
ED-7353,Human Intellect & the Brain,3,This course will focus on a broad understanding of human intelligence and cognition while exploring answers to the following questions: What is human intelligence? Can we know and measure a person's intellectual capabilities? Can intelligence be increased or improved? How does the brain learn? What do teachers do that affect learning?,None,"Online, Upon Sufficient Request, Upon Sufficient Request",Online,0,0
ED-7433,School Law/Ethical Issues,3,This course will provide an analysis of the legal and ethical problems facing school administrators. Case studies will provide material for discussion about current issues that face schools across the nation. Legal issues surrounding special education and ethical decision-making will be a focus throughout this course.,None,"Main Campus, Fall Semester, Odd Year, Online, Fall Semester, Odd Year, All Other Locations, Fall Semester, Odd Year","Main Campus, Online, Rogers",0,0
ED-7513,Action Rsch & Data Analysis,3,This course will focus on basic knowledge of statistics as applied to the field of education (broadly and content-specific); multiple methods of assessment; using assessment to inform instruction; and being advised by school leaders as they create an action research proposal that could benefit a regional school and move students toward established goals.,None,"Main Campus, Fall B, Each Year, Online, Fall B, Each Year","Main Campus, Online",0,0
ED-7523,Parent/Community Relations,3,"How schools and communities relate to one another determines the overall success of an educational program. This course is designed to prepare school administrators to develop the communication and outreach strategies needed to create effective partnerships between the school, families, and the community. Relationship-building strategies will be addressed along with strategies for managing stressful situations. The focus of this course is to view students, teachers, staff, families, and the community as partners in the education process. Field experience required.",None,"Main Campus, Spring Semester, Odd Year, Online, Spring Semester, Odd Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Rogers",0,0
ED-7613,SpEd 101 Academy,3,"This course will provide knowledge and practical support for teachers initiating work teaching in the field of Special Education. Various types of exceptionalities in children will be examined including those with pervasive cognitive delays, specific learning disabilities, physical impairments, emotional disturbances, and other health impairments. Candidates will examine principles of Universal Design for Learning (UDL). The influence of language, culture, and family background on learning will be examined. Candidates will be equipped to respond to the breadth of needs of children with exceptionalities within the public school system by designing a lesson that ensures meaningful inclusion for students with disabilities.",None,"Online, Summer B, Each Year",Online,0,0
ED-7623,Spc Educ Behav Mgmt/Assess,3,"This course will focus on developing an understanding of students with behavioral issues and how to apply appropriate behavior intervention systems based on evidence collections used to identify, understand, and work with children that have challenging behaviors. Topics in this course will include: teacher attitudes and behaviors that influence behavior and learning, learning environment demands, least intensive behavior management strategies, how to safely intervene for crisis prevention and intervention, daily routines, basic classroom management theories and strategies, social skills development, cultural competencies, and working with paraeducators, volunteers, and tutors. Candidates will also examine formal and informal assessments to plan instruction and intervention for students with exceptionalities. Candidates will demonstrate understanding of multiple types of assessment information to determine best programming decisions for students with exceptionalities. Candidates will examine the legal and ethical principles regarding assessment as well as factors that lead to misidentification of students as individuals with exceptionalities. Candidates will examine Response to Intervention (RtI) and its role in special education.",None,"Fall Semester, Each Year","Online, Main Campus, Rogers",0,0
ED-7633,Spc Educ Instr Strategies,3,"This course will examine research-based instructional strategies that promote student academic and non-academic achievement and how these strategies can be used to specifically support academic growth for students with exceptionalities. Candidates will demonstrate the ability to modify general and specialized curricula to make them accessible to students with exceptionalities as well as examine intervention strategies for students with exceptionalities in science, mathematics, English language arts, and social studies. Individualized Education Programming (IEP) development will be reviewed and discussed at length. Candidates will learn how to engage with a variety of educational professionals to promote the well-being of individuals with exceptionalities.",None,"Spring Semester, Each Year","Online, Rogers, Main Campus",0,0
ED-7643,Fdns of Spc Education,3,"This course will focus on developing an understanding of students with behavioral issues and how to apply appropriate behavior intervention systems based on evidence collections used to identify, understand, and work with children that have challenging behaviors. Topics in this course will include: teacher attitudes and behaviors that influence behavior and learning, learning environment demands, least intensive behavior management strategies, how to safely intervene for crisis prevention and intervention, daily routines, basic classroom management theories and strategies, social skills development, cultural competencies, and working with paraeducators, volunteers, and tutors. Candidates will also examine formal and informal assessments to plan instruction and intervention for students with exceptionalities. Candidates will demonstrate understanding of multiple types of assessment information to determine best programming decisions for students with exceptionalities. Candidates will examine the legal and ethical principles regarding assessment as well as factors that lead to misidentification of students as individuals with exceptionalities. Candidates will examine Response to Intervention (RtI) and its role in special education.",None,"Summer A, Each Year","Online, Rogers, Main Campus",0,0
ED-7733,Differentiated Learning,3,"Differentiated Learning promotes the value of all learners and their unique contributions to the classroom as individuals. This course encompasses teacher preparation for the diverse learners in their classroom and provides the skills and knowledge necessary to allow for customization of instruction for learners with a range of differences. Learners will develop knowledge about the categories of disabilities under the Individuals with Disabilities Act as well as English Language Learners and gifted learners. Strategies to differentiate instruction, apply modifications and accommodations and incorporate assistive technology will also be emphasized. Field experience required.",None,"Main Campus, Summer B, Each Year, Online, Summer B, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Rogers",0,0
ED-8133,Bldg Learning Communities,3,"In response to known needs, the teacher-as-leader must cast a vision and oversee the construction of a strategic plan in an environment that fosters trust among and between all stakeholders. Taking on the role of Instructional Facilitator, students will work collaboratively to analyze data and construct a plan for leading a professional community toward achievement of goals that are aligned with the local institution's school improvement plan. Opportunities and training for planning regular staff meetings and designing professional development geared toward the needs of individual faculty and staff members will be a strong emphasis for this course. Field experience required.",None,"Main Campus, Spring B, Even Year, Online, Spring B, Even Year","Main Campus, Online",0,0
ED-8153,Universal Design for Lrng,3,"This course seeks to help participants learn how to embed the three main principles of Universal Design for Learning (engagement, representation, action and expression) into an online learning environment. Participants will learn about and be able to apply online tools and strategies to support the needs of diverse learners.",None,"Online, Fall A, Each Year",Online,0,0
ED-8173,Instr Facilitation/Tchr Ldrshp,3,"Emphasis on theoretical foundations for Instructional Facilitators (IF); taking on the role of IF while applying knowledge of adult learning theories and practicing strategies for working with faculty to improve in identified areas of need. Application of good questioning skills for diagnosis and for instruction is an important part of this course; students will work together while experiencing/role-playing leadership aspects of an IF, demonstrating their ability to lead in-service teachers to higher levels of competency related to but not limited to the following: content, classroom management, instruction, and assessment. Field experience required.",None,Upon Sufficient Request,"Rogers, Main Campus",0,0
ED-8233,Adv Curriculum Design,3,"Emphasis on mastery of the curriculum development process, along with knowledge of adult learning theories and the dynamics of collaboration between and among colleagues and community members. This course seeks to fine tune the intuitive and informed practice of a teacher who will be facilitating the professional development of colleagues. Field experience required.",None,Upon Sufficient Request,"Rogers, Main Campus",0,0
ED-8253,Design/Prod Media Resources,3,This course seeks to expose and educate participants on a wide variety of media resources to use in the online courses. Participants will learn and understand which tools might be best for varying classroom and student needs. Participants will be expected to implement resources taught in the class in designing instruction for courses they are currently teaching or will teach in the future.,None,"Online, Fall B, Each Year",Online,0,0
ED-8313,Online Teaching/Instruction,3,"Participants in this course will learn how to apply the best instructional strategies to foster an engaging, collaborative, and meaningful experience for students in an on-line environment. In order to create the richest experience for students, participants will also learn how to communicate and collaborate with peers and parents.",None,"Online, Summer A, Each Year",Online,0,0
ED-8323,Teaching Lit in SPED Class,3,This course will examine effective methods for teaching reading to students with exceptionalities. The history and structure of the English language will be covered as well as techniques in teaching encoding and decoding. The course will also examine the importance of word study in the development of reading skills and how the use of multi-sensory techniques can increase reading success rates for students with exceptionalities. Field experience required.,None,"Fall Semester, Even Year","Rogers, Main Campus, Online",0,0
ED-8333,Orient Cnsl Elem/Sec School,3,"An introduction to the application of counseling in an educational environment; this course is designed to familiarize the student with the following content areas: educational terminology, educational process, educational leadership, testing in culture, and structure. It will expose the student to a variety of educational experiences through observational hours in approved school settings.",None,"","Main Campus, Rogers",0,0
ED-8343,Prgm for Stu w/Exceptionalitie,3,This course will examine the need to develop and adapt curriculum for individual learners in the general and special education classroom. Individualized Education Programming (IEP) development will be reviewed and discussed at length with clinical experience required.  Adaptations in the form of modifications and accommodation will be reviewed. The importance of universal design instruction for all students and response to intervention best practices will be reviewed and discussed. We will also learn about transition planning and assessments with the goal of providing a FAPE for students at this level.,None,"Spring Semester, Even Year","Rogers, Main Campus, Online",0,0
ED-8353,Second Language Acquisition,3,This course will focus on key terminology and theories in the field of second language acquisition considering implications of research for classroom pedagogy and differentiation.,None,"Online, Fall A, Each Year, All Other Locations, Fall A, Each Year","Main Campus, Online",0,0
ED-8363,Char of Stu w/Exceptionalities,3,"This course will examine the different disabilities under the Individuals with Disabilities Education Improvement Act (IDEA 2004). Characteristics of each disability will be explored through reading assignments, online videos, and classroom observations. In addition, this course will look at how to structure classroom learning and the physical environment in order for students with exceptionalities to learn and succeed in the school setting.",None,"Fall Semester, Odd Year","Rogers, Main Campus, Online",0,0
ED-8373,Ethics & School Policies,3,"Study of the principles and models that are the basis for the organization and administration of counseling services in schools. Content includes construction of needs assessments, crisis response, community referrals and empirically sound techniques used to provide counseling services to school aged children. Based on the Arkansas model, course will emphasize the importance of outcome based assessments. Students will receive a variety of educational experiences through observation hours in approved school settings.",ED 8333 - Must be completed prior to taking this course.,"Spring Semester, Each Year","Main Campus, Rogers",0,0
ED-8382,Spc Educ Practicum K-12,2,This course is a two-hour course designed to give M.Ed. Special Education candidates the opportunity to practice the skills that they have acquired throughout the program under the guidance of a licensed special education teacher. The goal is to develop individuals who are able to address the complex multidimensional challenges facing special education teachers. Field experience required.,None,"Main Campus, Summer, Each Year, Online, Summer, Each Year, All Other Locations, All Sessions, Every Year","Rogers, Main Campus, Online",0,0
ED-8423,Pedagogy: Classroom Instr,3,"This course will focus on general pedagogies, strategies, and methodologies that work well with all disciplines; students will learn how to create and select appropriate objective and subjective test items. General behavior management and assessment principles will be integrated into the content area; the students will know and use the Danielson Framework when constructing lesson plans and a unit of study. Field experience is required and completed by taking the corequisite course, based on individual's degree plan.",For School Counseling (MED) - ED 8763 is required; For Teaching (MAT) - ED 8711 is required - Must be taken at the same time as this course.,"Main Campus, Fall Semester, Each Year, Online, Fall Semester, Each Year, All Other Locations, All Sessions, Every Year","Rogers, Main Campus, Online",0,0
ED-8443,Pedagogy: Mgmt & Assess,3,"This course will focus on two major professional responsibilities that foster classroom learning: classroom management and assessment. Learners will explore how the assessment system and classroom management system in a classroom work together to create a learning environment marked by high expectations, optimism, responsibility, resilience, and success. Candidates will construct an overall assessment plan and a behavior management plan for their future classroom. Field experience required.",ED 8721 - Must be taken at the same time as this course.,"Main Campus, Spring Semester, Each Year, Online, Spring Semester, Each Year","Main Campus, Online",0,0
ED-8453,Literacy: Reading Pedagogy,3,"This course provides a balanced overview of literacy theories, instruction, strategies, intervention, and assessment and is designed to encompass both the theoretical and practical aspects of learning how to teach reading, language arts, and writing with an emphasis on guided reading and the Arkansas State Standards for kindergarten-sixth grade.",None,"Main Campus, Summer A, Each Year, Online, Summer A, Each Year, All Other Locations, All Sessions, Every Year","Rogers, Main Campus, Online",0,0
ED-8473,Technology for School Ldrs,3,"Students will take on the role of an instructional leader with regard to use of technology in the classroom and with classroom management. Emphasis on the most important things leaders need to know and know how to do with regard to use of technology, including application of adult learning theories while demonstrating skills related to use of technology. Field experience required.",None,Upon Sufficient Request,"Rogers, Main Campus",0,0
ED-8513,Education Project,3,A robust culminating project or thesis where the student demonstrates competencies and skills learned from the graduate program. Project should align with the student's career goals and must be approved by either the student's advisor or the course instructor.,ED 7513 - Must be completed prior to taking this course.,Upon Sufficient Request,Online,0,0
ED-8533,Curriculum & Instr: TESOL,3,"The characteristics of English language learners, history, and approaches of TESOL, classroom practice, the development of the four components of language and cultural influences/implications will be presented.",None,"Online, Fall B, Each Year",Online,0,0
ED-8553,Educ Assessment: TESOL,3,"An investigation of the principles of assessment that are of primary importance to educators of students who have a primary home language other than English. This includes relating objectives to assessment constructing tests (e.g., language assessment, designing formative and summative assessments, content area achievement, and diagnostic), interpreting and using test results (including modification strategies) and utilizing portfolios and other means of authentic assessment.",None,"Online, Spring Semester, Each Year",Online,0,0
ED-8563,Intercultural Communications,3,"A study of the process of interpersonal communications in one's own culture and the principles of effective communication within another cultural context and in the context of teaching and learning. Attention is given to cultural values and beliefs, effects of racism/stereotyping/discrimination, cultural conflicts, communication between home and school, cultural competency, cultural identity, ethnocentricity, and nonverbal communication and how these impact English Language Learners' learning.",None,"Online, Summer B, Each Year",Online,0,0
ED-8613,Stu Success Online Tchg,3,Participants in this course will implement best practices to support student success in an online teaching environment. They will also combine knowledge gained from previous courses and complete their Capstone project for the Online Teaching Endorsement.,None,"Online, Summer B, Each Year",Online,0,0
ED-8623,Literacy & Linguistics,3,"This course is designed to provide students with a critical understanding of instructional delivery which caters to the linguistic/ bilinguistic and literacy/biliteracy needs of English language learners from diverse language backgrounds. Topics will include linguistics, biliteracy, multilingualism, discourse analysis, and computer mediated communication.",None,Upon Sufficient Request,"Rogers, Main Campus",0,0
ED-8643,Literacy: Content-Specific,3,"Literacy: Content-Specific is a course designed for content teachers (grades 7-12) who will be expected to teach literacy strategies and methods while also teaching content. Learners will write objectives and lesson plans, using the Danielson Framework, Common Core Standards, and the Bloom Taxonomy; they will teach a lesson in a school classroom. Learners will lead a minimum of one class discussion, taking responsibility for content during part of one class session.",None,"Main Campus, Fall Semester, Each Year, Online, Fall Semester, Each Year, All Other Locations, All Sessions, Every Year","Rogers, Main Campus, Online",0,0
ED-8653,Literacy: All Areas,3,"Literacy: All Areas is a course designed to prepare and challenge candidates for the responsibility of meeting the literacy needs of all students in the classroom, regardless of the content area represented. Candidates will understand the main elements of literacy and how these elements affect success at any level and any content area. Candidates will be exposed to the influence of phonemic awareness, phonics, vocabulary, fluency, and comprehension on student engagement; learners will examine the Common Core, the Bloom Taxonomy, and some basic assessment techniques for literacy within the sub-contexts of listening, speaking, writing, and reading. Candidates will create lesson plans, with one JBU classroom ""teach.""",None,"Main Campus, Summer A, Each Year, Online, Summer A, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Rogers, Online",0,0
ED-8701,School Cnsl Pre-Prac Lab,1,"An orientation to the requirements of practicum/internships. Students practice basic counseling skills, and review the ethical considerations required of practicing counselors. Upon demonstration of a satisfactory working knowledge in each of these areas, the supervising faculty will grant approval for the student to enroll in practicum.",None,Upon Sufficient Request,"Main Campus, Rogers",0,0
ED-8711,Practicum I,1,"This course provides an opportunity for the candidate to gain experience in a school setting for a minimum of 15 hours, prior to internship. The candidate will play the role of participant-observer, making focused observations that are intentionally correlated with content learned in Pedagogy: Classroom Instruction and through the post-baccalaureate initial licensure program of study at John Brown University. This course requires candidates to teach at least one lesson in the field. This is a required field experience for candidates and must be taken during the same semester as ED 8423, Pedagogy: Classroom Instruction",ED 8423 - Must be taken at the same time as this course.,"Main Campus, Fall Semester, Each Year, Online, Fall Semester, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Rogers, Online",0,0
ED-8721,Practicum II,1,"This course provides an opportunity for the candidate to gain experience in a school setting for a minimum of 15 hours, prior to internship. The candidate will play the role of participant-observer, making focused observations that are intentionally correlated with content learned in Pedagogy: Management and Assessment and through the post-baccalaureate initial licensure program of study at John Brown University. Field experience required.",ED 8443 - Must be taken at the same time as this course.,"Main Campus, Spring Semester, Each Year, Online, Spring Semester, Each Year","Main Campus, Online",0,0
ED-8753,Delivery/Design/Implementation,3,"In this class students will learn how to design an online class including but not limited to content delivery and release, assignments, assessments, and engagement. Students will also learn about legal, ethical, and safe behavior that must be considered in an online format.",None,"Summer B, Each Year",Online,0,0
ED-8763,School Cnsl Practicum,3,A supervised experience for the development of school counseling skills. Recommendations by the department and admission into candidacy required.,CNL 7123 and ED 8373 - Must be completed prior to taking this course.,"Main Campus, Fall, Spring, and Summer, Each Year, Online, Fall, Spring, and Summer, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Rogers",0,0
ED-8813,Action Research Practicum,3,"Students take on the role of teacher-as-researcher while constructing, implementing, analyzing, and writing about an action research project in cooperation with a local educational institution. Field experience required.",None,Upon Sufficient Request,"Rogers, Main Campus",0,0
ED-8843,Child & Adolescent Cnsl,3,"This class prepares counselors to address the specific needs of children and adolescents in both individual and group settings. Emphasis placed on appropriate developmental, cultural, and common emotional issues and behaviors for children and youth at-risk.",None,"Spring Semester, Each Year","Online, Rogers",0,0
ED-8863,School Cnsl Internship,3,Supervised experience designed to develop competencies necessary for school guidance counseling.,ED 8763 and recommendation by Graduate Education faculty - Must be completed prior to taking this course.,"Main Campus, Fall, Spring, and Summer, Each Year, Online, Fall, Spring, and Summer, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Rogers",0,0
ED-8873,School Cnsl Internship II,3,Supervised experience designed to develop competencies necessary for school guidance counseling.,ED 8863 and completion of 425 of the 750 total Practicum and Internship hours. - Must be completed prior to taking this course.,"Main Campus, Fall, Spring, and Summer, Each Year, Online, Fall, Spring, and Summer, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Rogers",0,0
ED-8881,Intern Seminar,1,"Designed to bring professional theory and practice into a working perspective. Includes discussion of problems and concerns encountered during 1st internship placement including but not limited to: legal and ethical issues, current school issues, trauma-informed teaching, working with parents, pre/post assessment analysis, and classroom management. Professionalism in resumes and interviews are also discussed.",ED 8886 - Must be taken at the same time as this course.,"Fall and Spring, Each Year","Rogers, Main Campus",0,0
ED-8886,Internship,6,"Interns complete a full 15 week semester of internship; two placements (different levels and/or courses), with three weeks of full-time responsibility for each placement. Interns work under the joint supervision of an experienced classroom teacher and a university faculty member. An additional fee may be associated with this course.","Completion of all program coursework; Completion of required Gate Portfolio and Gate Interview; Evidence of passing Praxis II Content Area of exam related to the intern's licensure discipline - Must be completed prior to taking this course., Take ED-8881 - Must be taken at the same time as this course.","Fall and Spring, Each Year","Rogers, Main Campus",0,0
EE-2211,Digital Electronics Lab,1,"This course introduces digital circuit analysis and design. Topics include combinational logic circuits, sequential logic circuits, integrated circuits, and computer architecture. The course includes a significant design component. One two-hour laboratory per week. This lab must be taken with EE 2212. An additional fee may be associated with this course.",EE 2212 - Must be taken at the same time as this course.,"Main Campus, Spring Semester, Each Year",Main Campus,0,0
EE-2212,Digital Electronics,2,"This course introduces digital circuit analysis and design. Topics include combinational logic circuits, sequential logic circuits, integrated circuits, and computer architecture. The course includes a significant design component. Two hours lecture-discussion per week. This lab must be taken with EE 2211.",EE 2211 - Must be taken at the same time as this course.,"Main Campus, Spring Semester, Each Year",Main Campus,0,0
